0.0;-0.02789134989409904;NORMAL
0.004;-0.018488212830655684;NORMAL
0.008;0.01732727332868286;NORMAL
0.012;0.10811855864899292;NORMAL
0.016;0.057356818680763824;NORMAL
0.02;0.027070047729520066;NORMAL
0.024;0.039308029699040674;NORMAL
0.028;0.0219312232831742;NORMAL
0.032;0.06703545599427735;NORMAL
0.036000000000000004;-0.0008755402456478106;NORMAL
0.04;0.02448561059377296;NORMAL
0.044;-0.013282010815116985;NORMAL
0.048;-0.0067463209821205;NORMAL
0.052000000000000005;0.036023223568906346;NORMAL
0.056;-0.03171638418821794;NORMAL
0.06;-0.06607955513282948;NORMAL
0.064;0.01315258652862926;NORMAL
0.068;-0.003921769819133717;NORMAL
0.07200000000000001;-0.08265288739681992;NORMAL
0.076;-0.01808932123226052;NORMAL
0.08;0.013954001930111891;NORMAL
0.084;-0.08177112182567603;NORMAL
0.088;0.05177616738595604;NORMAL
0.092;0.01588560294842279;NORMAL
0.096;0.04320105955837448;NORMAL
0.1;-0.01459571519987455;NORMAL
0.10400000000000001;-0.037755983774489126;NORMAL
0.108;0.029457461390609892;NORMAL
0.112;-0.0648147416110803;NORMAL
0.116;-0.01678155730176639;NORMAL
0.12;-0.01440968354812883;NORMAL
0.124;-0.09804413081739839;NORMAL
0.128;0.02599409553249997;NORMAL
0.132;-0.0729302772178709;NORMAL
0.136;0.14403420079316628;NORMAL
0.14;-0.031779666609905326;NORMAL
0.14400000000000002;0.033481415254433135;NORMAL
0.148;-0.06284148173163055;NORMAL
0.152;0.0017788258127719424;NORMAL
0.156;0.08676233218714509;NORMAL
0.16;0.04640900461633774;NORMAL
0.164;-0.008910638485880853;NORMAL
0.168;0.019191111383526426;NORMAL
0.17200000000000001;0.04075372121805496;NORMAL
0.176;0.03112282391903892;NORMAL
0.18;0.004882676150608173;NORMAL
0.184;-0.05835164763344152;NORMAL
0.188;0.005129515210399636;NORMAL
0.192;-0.02867806327226191;NORMAL
0.196;0.01565238247411686;NORMAL
0.2;0.015581845335827014;NORMAL
